"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","Number of Patients 1","Footnote 1","Percent of Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","Number of Patients 2","Footnote 2","Percent of Heart Failure Patients Given Discharge Instructions","Number of Patients 3","Footnote 3"
"360180","CLEVELAND CLINIC","9500 EUCLID AVENUE","","","CLEVELAND","OH","44195","CUYAHOGA","2164442200","100","1229","","98","425","","96","1001",""
"390118","BRADFORD REGIONAL MEDICAL CENTER","116 INTERSTATE PARKWAY","","","BRADFORD","PA","16701","MCKEAN","8143684143","100","73","","89","27","","98","51",""
"360026","GREENE MEMORIAL HOSPITAL","1141 NORTH MONROE DRIVE","","","XENIA","OH","45385","GREENE","9373522000","100","131","","97","31","","100","99",""
"670047","SIERRA PROVIDENCE EAST MEDICAL CENTER","3280 JOE BATTLE BLVD","","","EL PASO","TX","79938","EL PASO","9158567349","100","143","","100","54","","100","134",""
"040050","OUACHITA COUNTY MEDICAL CENTER","638 CALIFORNIA AVENUE","","","CAMDEN","AR","71701","OUACHITA","8708361000","100","75","","92","13","The number of cases is too small to reliably tell how well a hospital is performing","88","57",""
"140162","ST JOSEPH MEDICAL CENTER","2200 E WASHINGTON","","","BLOOMINGTON","IL","61701","MCLEAN","3096623311","100","170","","96","57","","100","132",""
"260110","SOUTHEAST MISSOURI HOSPITAL","1701 LACEY ST","","","CAPE GIRARDEAU","MO","63701","CAPE GIRARDEAU","5733344822","100","264","","98","88","","93","208",""
"050417","SUTTER COAST HOSPITAL","800 E WASHINGTON BLVD","","","CRESCENT CITY","CA","95531","DEL NORTE","7074648860","100","66","","100","15","The number of cases is too small to reliably tell how well a hospital is performing","89","53",""
"100156","LAKE CITY MEDICAL CENTER","340 NW COMMERCE DR","","","LAKE CITY","FL","32055","COLUMBIA","3867199000","100","181","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","34","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","145","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"281340","DUNDY COUNTY HOSPITAL","P O BOX 626, 1313 NORTH CHEYENNE ST","","","BENKELMAN","NE","69021","DUNDY","3084232204","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"140185","MEMORIAL HOSPITAL","4500 MEMORIAL DRIVE","","","BELLEVILLE","IL","62226","SAINT CLAIR","6182337750","100","645","","98","217","","88","491",""
"430027","SANFORD USD MEDICAL CENTER","1305 W 18TH ST  PO BOX 5039","","","SIOUX FALLS","SD","57117","MINNEHAHA","6053331000","100","294","","99","90","","85","227",""
"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","","","AUSTIN","TX","78705","TRAVIS","5123241000","100","280","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","88","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","234","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"050261","SIERRA VIEW DISTRICT HOSPITAL","465 W PUTNAM AVE","","","PORTERVILLE","CA","93257","TULARE","5597841110","97","181","","90","61","","94","151",""
"150072","MEMORIAL HOSPITAL","1101 MICHIGAN AVE","","","LOGANSPORT","IN","46947","CASS","5747537541","100","54","","100","18","The number of cases is too small to reliably tell how well a hospital is performing","100","30",""
"140217","PROVENA - SAINT JOSEPH HOSPITAL","77 N AIRLITE STREET","","","ELGIN","IL","60123","KANE","8476953200","99","149","","96","28","","96","106",""
"320084","ROOSEVELT GENERAL HOSPITAL","42121 US HIGHWAY 70","","","PORTALES","NM","88130","ROOSEVELT","5753563412","48","23","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","0","21","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"060009","EXEMPLA LUTHERAN MEDICAL CENTER","8300 W 38TH AVE","","","WHEAT RIDGE","CO","80033","JEFFERSON","3034254500","100","179","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","41","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","158","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"141348","RED BUD REGIONAL HOSPITAL","325 SPRING STREET","","","RED BUD","IL","62278","RANDOLPH","6182823831","100","39","","100","15","The number of cases is too small to reliably tell how well a hospital is performing","100","18","The number of cases is too small to reliably tell how well a hospital is performing"
"151320","JAY COUNTY HOSPITAL","500 W VOTAW ST","","","PORTLAND","IN","47371","JAY","2607267131","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"460054","CACHE VALLEY SPECIALITY HOSPITAL","2380 NORTH 400 EAST","","","NORTH LOGAN","UT","84341","CACHE","4357139700","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"210048","HOWARD COUNTY GENERAL HOSPITAL","5755 CEDAR LANE","","","COLUMBIA","MD","21044","HOWARD","4107407890","99","294","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","61","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","250","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"050238","METHODIST HOSPITAL OF SOUTHERN CA","300 W HUNTINGTON DR","","","ARCADIA","CA","91006","LOS ANGELES","6264454441","100","418","","98","106","","99","303",""
"330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","","","NEW YORK","NY","10021","NEW YORK","2124392345","100","316","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","127","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","259","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","","","JACKSON","TN","38305","MADISON","7316612000","100","262","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","94","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","243","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"420043","UPSTATE CAROLINA MEDICAL CENTER","1530 N LIMESTONE ST","","","GAFFNEY","SC","29340","CHEROKEE","8644874271","99","119","","96","26","","86","101",""
"450203","WEATHERFORD REGIONAL MEDICAL CENTER","713 E ANDERSON ST","","","WEATHERFORD","TX","76086","PARKER","8175991190","100","97","","96","23","The number of cases is too small to reliably tell how well a hospital is performing","99","70",""
"450292","TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","850 ED HALL","","","KAUFMAN","TX","75142","KAUFMAN","9729327200","100","110","","100","28","","96","92",""
"250050","OCH REGIONAL MEDICAL CENTER","400 HOSPITAL ROAD","","","STARKVILLE","MS","39759","OKTIBBEHA","6623234320","96","46","","88","16","The number of cases is too small to reliably tell how well a hospital is performing","50","38",""
"180132","LAKE CUMBERLAND REGIONAL HOSPITAL","305 LANGDON STREET","","","SOMERSET","KY","42502","PULASKI","6066797441","100","217","","100","63","","97","186",""
"371317","MERCY HOSPITAL LOGAN COUNTY","200 SOUTH ACADEMY ROAD","","","GUTHRIE","OK","73044","LOGAN","4052826700","85","13","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"240057","ABBOTT NORTHWESTERN HOSPITAL","800 EAST 28TH STREET","","","MINNEAPOLIS","MN","55407","HENNEPIN","6128634000","100","669","","94","219","","97","541",""
"250051","KILMICHAEL HOSPITAL","301 LAMAR AVENUE","","","KILMICHAEL","MS","39747","MONTGOMERY","6622624311","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"260209","CALLAWAY COMMUNITY HOSPITAL","10 SOUTH HOSPITAL DRIVE","","","FULTON","MO","65251","CALLAWAY","5736423376","83","18","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"180011","SAINT JOSEPH HOSPITAL LONDON","1001 SAINT JOSEPH LANE","","","LONDON","KY","40741","LAUREL","6063306000","100","369","","98","83","","90","321",""
"210015","MEDSTAR FRANKLIN SQUARE MEDICAL CENTER","9000 FRANKLIN SQUARE DR","","","BALTIMORE","MD","21237","BALTIMORE","4437777850","99","752","","97","189","","79","592",""
"250061","YALOBUSHA GENERAL HOSPITAL","630 SOUTH MAIN STREET","","","WATER VALLEY","MS","38965","YALOBUSHA","6624731411","54","26","The hospital indicated that the data submitted for this measure were based on a sample of cases","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","19","16","The number of cases is too small to reliably tell how well a hospital is performing"
